date,n,mean_act,rms_act,std_act,skewness_act,kurtosis_act,shape_factor_act,crest_factor_act,impulse_factor_act,peak_activity,variance_act,autocorrelation_act,Label
2003-12-06,1440,122.46041666666666,260.7430794330354,230.2764084385468,3.054590463680795,11.928654603572504,4.533505167798013,6.772950614221567,1766,1766,53027.22428335644,0.7135121619869742,control
2003-12-07,1440,125.52222222222224,263.5565325188001,231.82652881871385,2.812405412102732,9.22005692846226,4.408657205189106,6.298458945924963,1660,1660,53743.53946413396,0.698415660026868,control
2003-12-08,1440,136.72569444444446,248.52743113744563,207.6099717781573,2.134782413315586,5.312572090135647,3.3040635043712334,5.7176787024935285,1421,1421,43101.90038172728,0.7772075286003146,control
2003-12-09,1440,68.82916666666667,202.2329514858216,190.2257646567976,4.111337300658001,22.989489166249943,8.632941887766203,10.196162320978464,2062,2062,36185.84153926336,0.7834868773136295,control
2003-11-26,1440,529.7333333333333,858.9265102440371,676.3542138958113,1.7588157946920344,3.4156801707678017,2.6290413150266945,4.765250520486441,4093,4093,457455.0226546209,0.7950636360933657,control
2003-11-27,1440,377.9215277777778,651.5269463387954,530.9033957873498,2.010618386700538,4.718602150444126,2.972086885573326,4.903864710360872,3195,3195,281858.41565853945,0.8094487276220783,control
2003-11-28,1440,472.9881944444445,743.6259172871203,574.0126179924338,1.6792258443686945,3.167317250051548,2.47177214131924,4.862659996025705,3616,3616,329490.48561452766,0.7771680438454277,control
2003-11-29,1440,350.7993055555556,744.8531664585533,657.302151854108,2.607947095896331,7.314531888674366,4.508415007277206,5.666888710521275,4221,4221,432046.11883204087,0.8380791409072873,control
2003-11-30,1440,245.08541666666667,533.2407556369095,473.7453951646551,2.752184338627718,7.916922020787008,4.733819889173311,6.181072930299965,3296,3296,224434.6994397152,0.8135039021429263,control
2003-12-01,1440,434.9736111111111,749.4708522239763,610.5435114946598,2.145743964819263,6.993270860858915,2.9688186835506407,7.913583273319274,5931,5931,372763.3794282298,0.7860517178912453,control
2003-12-02,1440,289.1083333333333,576.6201281799156,499.0792683755829,2.7280733181368104,9.03031644355681,3.9779413573672087,6.080259478743112,3506,3506,249080.11612230708,0.8032382566943821,control
2003-12-03,1440,386.4243055555556,617.8822484233275,482.3030873502888,1.721160201407224,3.397731236750939,2.556716453015927,5.334349721828913,3296,3296,232616.26806762023,0.7562839918397896,control
2003-12-04,1440,290.44930555555555,576.0483348016708,497.63727667630354,2.360122679528249,6.070995278288648,3.933481991362588,5.053395390861144,2911,2911,247642.85913780789,0.8536739281852078,control
2003-12-05,1440,350.6534722222222,630.5285696011985,524.2129837346084,2.0477524884133778,4.888141612516082,3.233353971053152,5.560414181101265,3506,3506,274799.25231594086,0.8064341044246139,control
2003-12-06,1440,451.775,762.6695876983689,614.6760357932114,2.009185766586665,4.729648836649134,2.849892434045738,5.366675249700341,4093,4093,377826.6289784573,0.7906531196279453,control
2003-12-07,1440,364.12638888888887,632.0763886676286,516.8346279610533,1.9269214913786024,4.042263569521415,3.0132476505906123,5.214559599272059,3296,3296,267118.0326596404,0.7892944982654566,control
2003-12-08,1440,433.90486111111113,826.6705674471139,703.8855478453734,1.764959628022003,2.535587848256802,3.629743360722765,4.510865811414729,3729,3729,495454.8644655814,0.8798913059373945,control
2003-12-09,1440,94.08125,294.7916648998822,279.472867617528,4.257089819097049,22.150009619578437,9.81802744577732,9.874770377203983,2911,2911,78105.0837343643,0.7901171389008981,control
2003-11-26,1440,333.5159722222222,569.3659613259881,461.6196217815989,2.210099540811653,5.990556277724678,2.914403805472212,5.2848259368937045,3009,3009,213092.6752137864,0.790696644981309,control
2003-11-27,1440,337.22569444444446,534.1759288068554,414.4176868984358,2.057761205138124,5.834021699458527,2.5091539723169856,5.46261978992145,2918,2918,171742.01921424997,0.7315112508728233,control
2003-11-28,1440,350.9201388888889,526.5614959601373,392.7202168712263,1.6630389955761515,3.950280262019604,2.251550086400005,5.205469866348723,2741,2741,154229.168739383,0.708506050231687,control
2003-11-29,1440,234.98541666666668,440.4140184404771,372.6161298041676,2.259315284036079,5.821801190855109,3.5126950382810844,6.223689267898388,2741,2741,138842.78019023628,0.7828623272682455,control
2003-11-30,1440,264.075,510.5533830506311,437.1062035112518,2.290068374821799,6.610443397213925,3.7379005259688594,7.317550179918217,3736,3736,191061.83314801988,0.8013102889847715,control
2003-12-01,1440,258.0763888888889,453.2127367166794,372.68594949942695,2.2595516946827297,6.470503968056163,3.0839524007384638,5.683864974011875,2576,2576,138894.81695428942,0.719147253656556,control
2003-12-02,1440,306.20625,532.7804119532841,436.14768184396735,1.901740090130249,4.161735371557402,3.0273901731616477,5.476928082438323,2918,2918,190224.80037786652,0.807721910856042,control
2003-12-03,1440,295.6659722222222,492.6000765495948,394.13747132798994,1.985753479698075,4.682140745940003,2.775787782166004,5.22939423404789,2576,2576,155344.3463048221,0.7589500990760599,control
2003-12-04,1440,364.5423611111111,560.7459385843904,426.22885288940944,1.5500865716133263,3.0109936932798007,2.366117290411562,4.738331242679398,2657,2657,181671.0350354218,0.7298879669534463,control
2003-12-05,1440,304.65069444444447,508.90702395209456,407.7864544400816,1.8439437168581487,3.8635633990777487,2.7904390780572457,4.6118443832304665,2347,2347,166289.7924248127,0.7913344232072246,control
2003-12-06,1440,275.62638888888887,527.223599254729,449.59447173894654,2.234907732591593,5.814889794146025,3.658879381650588,6.661310314948878,3512,3512,202135.1890182224,0.8384240335856631,control
2003-12-07,1440,307.8576388888889,623.9262571054015,542.8741196719277,2.948858428666336,12.006362300373969,4.10739676737079,6.776441850059458,4228,4228,294712.30980957043,0.8343683050622194,control
2003-12-08,1440,282.70972222222224,495.1044474541598,406.593693158311,2.427055828812957,8.743727271936809,3.0669886398243444,7.782196301835357,3853,3853,165318.43131611476,0.7072438300053121,control
2003-12-09,1440,167.83055555555555,427.53919248545054,393.35749287804975,4.409627439108052,31.669033333168965,6.4894785442917495,11.542801424381558,4935,4935,154730.11720330498,0.7542325003301206,control
2003-12-03,1440,243.32083333333333,412.3917080074881,333.0749672754967,2.7410403251792768,13.439174552400956,2.872508075206705,8.845958658154593,3648,3648,110938.9338255732,0.6538737694723995,control
2003-12-04,1440,272.36875,418.7270814623769,318.14764339492035,1.6262406427991425,2.905531147290425,2.363456126680744,4.391882162427644,1839,1839,101217.9229977414,0.6836814146969165,control
2003-12-05,1440,275.81875,462.5124900715896,371.3995296551146,2.123821130639535,6.12508453234554,2.811896678214636,5.965244310641104,2759,2759,137937.61062804033,0.7093741429349811,control
2003-12-06,1440,331.68333333333334,561.7214636968912,453.4975067221393,1.634883689217059,2.362897131690472,2.868102968697111,4.616166850621184,2593,2593,205659.9886031968,0.8128530191121915,control
2003-12-07,1440,247.59097222222223,549.3165532681902,490.524698213128,7.800486597968303,97.04700757328156,4.922387082358717,14.563551657789198,8000,8000,240614.4795570803,0.6470570734972896,control
2003-12-08,1440,240.62847222222223,377.75576232828297,291.3010166512336,1.859615971957192,4.5347922809181895,2.464496287707008,5.516792085858193,2084,2084,84856.28230204225,0.6433910583965817,control
2003-12-09,1440,240.0326388888889,383.3936555798608,299.06042287389863,1.6481869006140517,2.826646696225878,2.5512278330732965,4.796636494202333,1839,1839,89437.13652951508,0.7197637538797267,control
2003-12-10,1440,251.22986111111112,398.5016511536962,309.4408157090237,2.0114351707862026,5.354222587775655,2.5160411160309613,5.39520976582046,2150,2150,95753.61842666595,0.7249548181923726,control
2003-12-11,1440,284.8909722222222,477.2229409999761,382.9892047847836,2.1009491984083293,5.014082653650006,2.805984392738433,5.433519173589205,2593,2593,146680.73098168094,0.7404174702373225,control
2003-12-12,1440,171.73263888888889,324.3189348893736,275.2149555571349,2.2917721015585,6.691708959854075,3.5664728577446025,7.054783899004987,2288,2288,75743.27176231574,0.6799244964454834,control
2003-12-13,1440,232.8875,357.98713702838234,271.9734736674427,1.4210665960239195,2.046362563230788,2.3628844626070378,4.388425832952334,1571,1571,73969.57037873514,0.6909206835505526,control
2003-12-14,1440,244.91875,408.44980396752686,326.98669463269795,1.7523176207482063,3.841306138084909,2.781207010494036,6.152530802046344,2513,2513,106920.29846681726,0.7110443787225103,control
2003-12-15,1440,237.3180555555556,400.3491046019156,322.5395950294292,2.118791536676404,6.737382985067355,2.845877226956089,7.331101696651469,2935,2935,104031.79036174816,0.6805089092363359,control
2003-12-16,1440,83.25625,233.02308689865427,217.7178754161272,3.7309477706718273,17.262278419282918,7.8336508514075955,8.668668958447592,2020,2020,47401.07327571228,0.8051070158323708,control
2003-12-17,1440,3.5861111111111112,6.216130450511618,5.079173176258933,34.09943130897,1237.535670362992,3.004642160077423,30.40476732344708,189,189,25.79800015442825,0.1918660601297899,control
2003-12-18,1440,21.53125,84.87012545321495,82.1220239633692,8.344499993452072,103.0134817486766,15.53714436713588,17.933283259243083,1522,1522,6744.026819840186,0.5897319004574958,control
2003-12-10,1440,208.98263888888889,358.32876644376614,291.1780206783805,1.917312429939292,3.929941111708136,2.939970219901884,5.62611821542488,2016,2016,84784.63972617938,0.749885013760682,control
2003-12-11,1440,224.33333333333331,376.5139624089509,302.4910936036308,2.2520963843135062,6.161537620923679,2.8169202568172933,5.354383107339643,2016,2016,91500.86170952053,0.7683726431732283,control
2003-12-12,1440,265.8798611111111,434.5472747904165,343.833290462514,1.6706956422516486,3.121420344108463,2.6711801258332555,4.786590828358526,2080,2080,118221.33163027951,0.7628980118055947,control
2003-12-13,1440,311.8097222222222,493.71535040164815,382.92475983066873,2.235085681264008,7.240788234940163,2.5071132721734197,5.932568225025199,2929,2929,146631.37169137533,0.7718213948082634,control
2003-12-14,1440,236.88125,395.9148977368748,317.34179403548603,1.7471607582972668,2.6648735107241945,2.793459091072492,4.356996945203198,1725,1725,100705.81424166085,0.7411356127204263,control
2003-12-15,1440,203.0145833333333,374.5741053739122,314.89633258205384,2.163982011901169,5.018424216129724,3.404246735303646,4.901566802561657,1836,1836,99159.70027362746,0.7419992625556628,control
2003-12-16,1440,275.1513888888889,519.9781873096003,441.36641154555326,3.2647117520959723,18.49091084128286,3.571304102618369,8.958068076087544,4658,4658,194804.30924059867,0.8040226280561684,control
2003-12-17,1440,249.42916666666667,410.7771631648695,326.49195133146105,1.891534115846788,4.310364580526238,2.712177514856797,5.56019225217565,2284,2284,106596.99428422512,0.7847659032164022,control
2003-12-18,1440,233.34444444444443,381.2994412386266,301.6667541276363,1.9404420483727485,4.807351459057642,2.670160743942389,5.628122593174691,2146,2146,91002.83054590378,0.7017753010750978,control
2003-12-19,1440,258.6076388888889,436.8135098198213,352.1565738106992,1.9141940024336,4.2837781839176206,2.853050279488193,5.068524553906861,2214,2214,124014.2524780904,0.7645862900767263,control
2003-12-20,1440,303.89722222222224,514.4133484422382,415.1954777853155,1.692475704495139,3.1915202407280674,2.865305927244969,5.186490607367241,2668,2668,172387.28477337645,0.7839945154745571,control
2003-12-21,1440,297.74791666666664,514.696984075744,419.9781551400298,1.3884309339123473,0.928609271976311,2.9881733218136817,3.679835045859283,1894,1894,176381.65079482293,0.846251753121456,control
2003-12-22,1440,256.97291666666666,399.2811883386332,305.7045746562763,1.3285623394962718,1.4969625264800763,2.414254175237122,4.057291070337294,1620,1620,93455.2869657748,0.7759234782178505,control
2003-12-23,1440,63.88263888888889,198.9515312973377,188.48180459750185,3.694993653615404,13.745495020147771,9.699042820095416,5.941145525708335,1182,1182,35525.39066433087,0.8164869111448448,control
2003-12-24,1440,0.3208333333333333,10.033416389467968,10.031769375505789,35.97812892560006,1328.423383811388,977.9996626749872,37.17577199243285,373,373,100.63639680333578,0.0144782119612102,control
2003-12-25,1440,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,,control
2003-12-26,1440,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,,control
2003-12-27,1440,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,,control
2003-12-28,1440,0.0020833333333333,0.0790569415042094,0.0790569415042095,37.94733192202052,1439.9999999999995,1440.0,37.94733192202055,3,3,0.00625,-0.0006954102920723,control
2004-01-10,1440,245.91597222222225,451.7584247200661,379.0920839108031,2.3274134647434286,5.668983502599766,3.3747301117899418,5.055799460553038,2284,2284,143710.80808383538,0.7749906595249475,control
2004-01-11,1440,285.68888888888887,486.53429849406416,393.9609927514962,2.2744810534268813,7.847782110295935,2.9002819720042154,7.247176634645868,3526,3526,155205.2638097444,0.7730766769103156,control
2004-01-12,1440,223.86458333333331,395.9454516653077,326.69797698791865,2.329578980270804,6.676055977018604,3.12823906182707,5.41993850661533,2146,2146,106731.56816799862,0.7282307012739624,control
2004-01-13,1440,360.75347222222223,585.0771108960292,460.78151237024406,1.9666142587663835,5.502580186382176,2.6302993443331406,6.02655604592022,3526,3526,212319.6021422094,0.7275844805063328,control
2004-01-14,1440,212.62291666666667,395.56346853430347,333.6753989820918,2.0748482369447885,4.15685562079706,3.4610845615322985,4.7881064624544605,1894,1894,111339.27188585816,0.7864649316371816,control
2004-01-15,1440,312.84583333333336,551.7237457882945,454.60982956093903,2.529354021317044,10.14069175675839,3.110159070876754,8.187068319030168,4517,4517,206670.097133426,0.7007214893471562,control
2004-01-16,1440,297.09791666666666,524.6287225531764,432.5483252123676,2.6882790763382776,11.279119785864502,3.118206803480612,8.346855236383181,4379,4379,187098.0536440241,0.7735273754189053,control
2004-01-17,1440,294.55694444444447,495.844401837243,399.0093216062373,1.714675046221608,2.7380137528253465,2.83368973228898,5.21534576253789,2586,2586,159208.4387286697,0.7477838604092925,control
2004-01-18,1440,307.95625,456.08595452684864,336.5352819539528,1.4101020856952122,2.136074853926884,2.1933874336916426,4.7052534258071965,2146,2146,113255.9959998265,0.6553332976425003,control
2004-01-19,1440,377.5451388888889,573.4085724614014,431.72502144185074,1.3066695006033342,1.3242609775527263,2.306697245563109,4.372100663299304,2507,2507,186386.4941389665,0.7051171203469514,control
2004-01-20,1440,313.7909722222222,510.8944410160588,403.31292424043846,1.486684011289486,1.749561972607216,2.6508274847943296,4.200476317049113,2146,2146,162661.31485937364,0.7225919514359321,control
2004-01-21,1440,320.64722222222224,519.7097440452271,409.1452392689689,1.6429740024116954,2.6500850898269226,2.6270404206672446,4.823846442605531,2507,2507,167399.82681646183,0.7160176100579978,control
2004-01-22,1440,370.71736111111113,621.1778367433203,498.6012275676994,1.870231517729542,4.152564968091371,2.807669950478265,5.855006062463334,3637,3637,248603.1841320168,0.8237694100226158,control
2004-01-23,1440,27.04375,147.13779680965732,144.6813859331791,7.191692501240158,58.23960926487849,29.601565011542803,12.097503419210982,1780,1780,20932.703435545514,0.87292795996059,control
2004-01-24,1440,0.0180555555555555,0.6851601597031488,0.685160159703149,37.94733192202055,1439.999999999999,1440.0000000000002,37.94733192202055,26,26,0.4694444444444446,-0.0006954102920723,control
2004-01-25,1440,0.4916666666666666,9.42904790763333,9.419491715770056,21.06879838467359,453.08534734527007,367.78511921861536,23.22609898107608,219,219,88.7268241834607,0.0650282768318299,control
2004-01-10,1440,217.67013888888889,365.5576533416674,293.7891207560552,2.1111862686225686,7.377522613657269,2.8204217346646434,7.498133262821152,2741,2741,86312.04747461596,0.7674442509296585,control
2004-01-11,1440,226.3111111111111,449.9600182855757,389.0403640754161,2.6705444800293883,7.756676157614,3.953084499746109,5.724953096532885,2576,2576,151352.40487993226,0.8164444577513911,control
2004-01-12,1440,211.1513888888889,360.5465122560472,292.3495021524263,2.288741869473647,7.223309587377749,2.915645457824878,5.230947841372074,1886,1886,85468.23140877149,0.6817708860466013,control
2004-01-13,1440,239.99791666666667,389.8677811842825,307.34912793853766,1.6242106598087958,2.6533833498304977,2.638880654075628,4.270678625821067,1665,1665,94463.4864445796,0.7443331760332796,control
2004-01-14,1440,189.74652777777777,366.9692794817208,314.2153253137324,2.3911208758822933,6.752312706790028,3.74034570063412,5.826100765218131,2138,2138,98731.27066201472,0.7582405708812837,control
2004-01-15,1440,193.25416666666663,354.6755148489015,297.50464280631576,2.083128838861242,4.402222813339538,3.368252827477584,5.156826235324388,1829,1829,88509.01249131354,0.7733600314395405,control
2004-01-16,1440,352.625,576.8755799322954,456.7120486843779,2.0296397352760285,5.048545719118072,2.676320443966325,5.058283105591797,2918,2918,208585.8954134816,0.7840068275936072,control
2004-01-17,1440,185.0402777777778,357.3044064784101,305.76373086616377,2.249938275956465,5.580145445322921,3.728586312542426,5.798976901577057,2072,2072,93491.45911319584,0.8055443999376025,control
